trade_date,date,ts_code,qfq_open,qfq_high,qfq_low,qfq_close,tr,n_20,n_for_signal,entry_high_20,exit_low_10,breakout_long,exit_long,stop_long,stop_price,target_units,position_units,shares,cash,trade_action,trade_reason,signal_date,execution_date,execution_price,trade_value,fee,slippage_cost,portfolio_value,strategy_return,benchmark_value,benchmark_return,drawdown,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor,qfq_pre_close,qfq_change,qfq_pct_chg,instrument_key,market,currency,signal,running_max
20250722,2025-07-22,300308.SZ,186.6864,196.6642,180.999,184.0322,15.665199999999999,,,,133.5241,False,False,False,,0,0,0.0,100000.0,HOLD,,,,,0.0,0.0,0.0,100000.0,0.0,,0.0,0.0,187.1,197.1,181.4,184.44,187.95,-3.51,-1.8675,592912.85,11209847.411,6.5893,187.5345,-3.5023,-1.8675,zhongji_xuchuang,A-share,CNY,0,100000.0
20250723,2025-07-23,300308.SZ,178.6043,187.4646,175.6109,185.7684,11.853700000000003,,,,141.6861,False,False,False,,0,0,0.0,100000.0,HOLD,,,,,0.0,0.0,0.0,100000.0,0.0,,0.0,0.0,179.0,187.88,176.0,186.18,184.44,1.74,0.9434,405783.73,7395940.402,6.5893,184.0322,1.7362,0.9434,zhongji_xuchuang,A-share,CNY,0,100000.0
20250724,2025-07-24,300308.SZ,190.0788,192.5334,181.2684,184.7906,11.264999999999986,,,,141.6861,False,False,False,,0,0,0.0,100000.0,HOLD,,,,,0.0,0.0,0.0,100000.0,0.0,,0.0,0.0,190.5,192.96,181.67,185.2,186.18,-0.98,-0.5264,442080.06,8263192.06,6.5893,185.7684,-0.9778,-0.5264,zhongji_xuchuang,A-share,CNY,0,100000.0
20250725,2025-07-25,300308.SZ,185.5888,189.4802,184.1021,184.8105,5.378099999999989,9.666084999999999,,,142.2348,False,False,False,,0,0,0.0,100000.0,HOLD,,,,,0.0,0.0,0.0,100000.0,0.0,,0.0,0.0,186.0,189.9,184.51,185.22,185.2,0.02,0.0108,287877.43,5368796.807,6.5893,184.7906,0.0199,0.0108,zhongji_xuchuang,A-share,CNY,0,100000.0
20250728,2025-07-28,300308.SZ,185.5888,192.8028,183.7928,191.4458,9.009999999999991,9.633280749999999,9.666084999999999,196.6642,144.0109,False,False,False,,0,0,0.0,100000.0,HOLD,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,186.0,193.23,184.2,191.87,185.22,6.65,3.5903,438947.65,8281245.573,6.5893,184.8105,6.6353,3.5903,zhongji_xuchuang,A-share,CNY,0,100000.0
20250729,2025-07-29,300308.SZ,197.5722,210.5235,197.5722,209.4659,19.07770000000002,10.1055017125,9.633280749999999,196.6642,154.9567,True,False,False,,0,0,0.0,100000.0,HOLD,,,,,0.0,0.0,0.0,100000.0,0.0,109412.63793721252,0.0941263793721252,0.0,198.01,210.99,198.01,209.93,191.87,18.06,9.4126,584403.68,12100039.459,6.5893,191.4458,18.0201,9.4126,zhongji_xuchuang,A-share,CNY,1,100000.0
20250730,2025-07-30,300308.SZ,206.6022,211.3317,203.1399,210.1344,8.1918,10.009816626875,10.1055017125,210.5235,168.796,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,BUY,20-day high breakout,2025-07-29,2025-07-30,206.7055011,10728.717789108347,10.728717789108346,5.361678055526411,100167.2427848062,0.0016724278480619859,109761.82292847376,0.0031914502551488866,0.0,207.06,211.8,203.59,210.6,209.93,0.67,0.3192,390505.74,8122926.811,6.5893,209.4659,0.6685,0.3191,zhongji_xuchuang,A-share,CNY,0,100167.2427848062
20250731,2025-07-31,300308.SZ,220.5114,228.0946,215.4526,217.1289,17.960200000000015,10.407335795531251,10.009816626875,211.3317,168.796,True,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,100530.28109862261,0.003624321721586554,113415.33739575378,0.03328583991959411,0.0,221.0,228.6,215.93,217.61,210.6,7.01,3.3286,644065.94,14274550.601,6.5893,210.1344,6.9945,3.3286,zhongji_xuchuang,A-share,CNY,1,100530.28109862261
20250801,2025-08-01,300308.SZ,212.0502,220.3917,207.171,210.1643,13.220699999999994,10.548004005754688,10.407335795531251,228.0946,175.6109,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,100168.79469639147,-0.003595796194745704,109777.44092583907,-0.032075877508705664,-0.003595796194745704,212.52,220.88,207.63,210.63,217.61,-6.98,-3.2076,475946.74,10151901.432,6.5893,217.1289,-6.9646,-3.2076,zhongji_xuchuang,A-share,CNY,0,100530.28109862261
20250804,2025-08-04,300308.SZ,207.0712,209.875,204.0479,207.9592,6.116399999999999,10.326423805466954,10.548004005754688,228.0946,175.6109,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,100054.34251456338,-0.0011425931815890467,108625.62667867355,-0.010492267240439945,-0.004734280844120198,207.53,210.34,204.5,208.42,210.63,-2.21,-1.0492,330837.39,6857077.166,6.5893,210.1643,-2.2051,-1.0492,zhongji_xuchuang,A-share,CNY,0,100530.28109862261
20250805,2025-08-05,300308.SZ,216.0214,217.8872,203.0501,210.4537,14.83710000000002,10.551957615193606,10.326423805466954,228.0946,175.6109,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,100183.81553962808,0.001294027043812207,109928.60642542172,0.011995141354650407,-0.0034463800877532202,216.5,218.37,203.5,210.92,208.42,2.5,1.1995,414137.57,8698318.762,6.5893,207.9592,2.4945,1.1995,zhongji_xuchuang,A-share,CNY,0,100530.28109862261
20250806,2025-08-06,300308.SZ,206.253,213.1078,206.1532,210.0546,6.954599999999999,10.372089734433926,10.551957615193606,228.0946,175.6109,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,100163.10089368568,-0.00020676639066719016,109720.140112763,-0.0018963791085639947,-0.00365243388284886,206.71,213.58,206.61,210.52,210.92,-0.4,-0.1896,255301.56,5366654.09,6.5893,210.4537,-0.3991,-0.1896,zhongji_xuchuang,A-share,CNY,0,100530.28109862261
20250807,2025-08-07,300308.SZ,210.0546,215.5225,196.764,207.9991,18.758499999999998,10.79141024771223,10.372089734433926,228.0946,181.2684,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,100056.41346012364,-0.0010651370875116584,108646.46808652893,-0.00978555099483669,-0.00471368062757227,210.52,216.0,197.2,208.46,210.52,-2.06,-0.9785,453076.51,9320003.539,6.5893,210.0546,-2.0555,-0.9786,zhongji_xuchuang,A-share,CNY,0,100530.28109862261
20250808,2025-08-08,300308.SZ,206.5424,213.4072,204.5468,208.8373,8.860399999999998,10.694859735326618,10.79141024771223,228.0946,183.7928,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,100099.91888790847,0.00043480898705361426,109084.29435380668,0.0040298251290511455,-0.004280921191217479,207.0,213.88,205.0,209.3,208.46,0.84,0.403,327315.08,6886805.779,6.5893,207.9991,0.8382,0.403,zhongji_xuchuang,A-share,CNY,0,100530.28109862261
20250811,2025-08-11,300308.SZ,209.5357,220.0125,209.5258,214.2752,11.17519999999999,10.718876748560287,10.694859735326618,228.0946,183.7928,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,100382.16437317578,0.002819637502237793,111924.73274420228,0.02603893078487407,-0.0014733543349144673,210.0,220.5,209.99,214.75,209.3,5.45,2.6039,350762.52,7548075.951,6.5893,208.8373,5.4379,2.6039,zhongji_xuchuang,A-share,CNY,0,100530.28109862261
20250812,2025-08-12,300308.SZ,214.5247,225.8895,212.5291,225.1811,13.360399999999998,10.850952911132273,10.718876748560287,228.0946,196.764,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,100948.21763597516,0.005638982446075191,117621.33199056862,0.05089669733128255,0.0,215.0,226.39,213.0,225.68,214.75,10.93,5.0896,430829.31,9534149.021,6.5893,214.2752,10.9059,5.0897,zhongji_xuchuang,A-share,CNY,0,100948.21763597516
20250813,2025-08-13,300308.SZ,226.2487,252.4008,223.5048,251.4429,28.896000000000015,11.75320526557566,10.850952911132273,228.0946,196.764,True,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,102311.29428045062,0.013502731166495474,131338.9481513828,0.11662524075066671,0.0,226.75,252.96,224.0,252.0,225.68,26.32,11.6625,551265.47,13273577.994,6.5893,225.1811,26.2618,11.6625,zhongji_xuchuang,A-share,CNY,1,102311.29428045062
20250814,2025-08-14,300308.SZ,245.8553,247.5415,238.8707,238.9406,12.57220000000001,11.794155002296879,11.75320526557566,252.4008,196.764,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,101662.38243388163,-0.006342524069632205,124808.48365438156,-0.049722223216483674,-0.006342524069632205,246.4,248.09,239.4,239.47,252.0,-12.53,-4.9722,407601.33,9927494.343,6.5893,251.4429,-12.5023,-4.9722,zhongji_xuchuang,A-share,CNY,0,102311.29428045062
20250815,2025-08-15,300308.SZ,240.9362,244.9074,234.5902,237.5237,10.317199999999985,11.720307252182035,11.794155002296879,252.4008,196.764,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,101588.84050996334,-0.0007233936698869403,124068.37862204343,-0.005929925680273729,-0.007061329597756072,241.47,245.45,235.11,238.05,239.47,-1.42,-0.593,350540.8,8382671.265,6.5893,238.9406,-1.4169,-0.593,zhongji_xuchuang,A-share,CNY,0,102311.29428045062
20250818,2025-08-18,300308.SZ,241.0858,267.4075,237.5536,259.4252,29.883800000000036,12.628481889572935,11.720307252182035,252.4008,196.764,True,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,102725.6027703179,0.011189833988144215,135508.43110687204,0.09220764075332277,0.0,241.62,268.0,238.08,260.0,238.05,21.95,9.2208,469849.79,11956921.107,6.5893,237.5237,21.9015,9.2208,zhongji_xuchuang,A-share,CNY,1,102725.6027703179
20250819,2025-08-19,300308.SZ,259.4252,276.9663,258.3276,274.8909,18.63869999999997,12.928992795094285,12.628481889572935,267.4075,196.764,True,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,103528.3251450395,0.00781423864230213,143586.80106850085,0.059615257114574716,0.0,260.0,277.58,258.9,275.5,260.0,15.5,5.9615,409789.34,11069282.565,6.5893,259.4252,15.4657,5.9615,zhongji_xuchuang,A-share,CNY,1,103528.3251450395
20250820,2025-08-20,300308.SZ,261.4108,268.4053,256.8409,267.198,18.05000000000001,13.18504315533957,12.928992795094285,276.9663,196.764,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,103129.03749840884,-0.0038567961576821963,139568.48361259425,-0.027985284343716055,-0.0038567961576821963,261.99,269.0,257.41,267.79,275.5,-7.71,-2.7985,408197.32,10773818.99,6.5893,274.8909,-7.6929,-2.7985,zhongji_xuchuang,A-share,CNY,0,103528.3251450395
20250821,2025-08-21,300308.SZ,272.1969,273.9929,255.5338,264.6336,18.459100000000007,13.448745997572592,13.18504315533957,276.9663,196.764,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,102995.93642585886,-0.001290626537186812,138228.99222652052,-0.009597377225877168,-0.005142445011399377,272.8,274.6,256.1,265.22,267.79,-2.57,-0.9597,394435.93,10428978.809,6.5893,267.198,-2.5644,-0.9597,zhongji_xuchuang,A-share,CNY,0,103528.3251450395
20250822,2025-08-22,300308.SZ,258.5372,280.259,258.4274,278.2834,21.831600000000037,13.867888697693965,13.448745997572592,276.9663,204.5468,True,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,103704.40742105954,0.006878630553649678,145358.84307725736,0.05157999588865492,0.0,259.11,280.88,259.0,278.9,265.22,13.68,5.158,382581.65,10408840.534,6.5893,264.6336,13.6498,5.158,zhongji_xuchuang,A-share,CNY,1,103704.40742105954
20250825,2025-08-25,300308.SZ,287.3633,319.2925,287.3633,319.2925,41.009100000000046,15.22494926280927,13.867888697693965,280.259,209.5258,True,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,105832.91903949234,0.0205247941853679,166779.5793900937,0.14736452120392407,0.0,288.0,320.0,288.0,320.0,278.9,41.1,14.7365,498061.31,15236503.898,6.5893,278.2834,41.0091,14.7365,zhongji_xuchuang,A-share,CNY,1,105832.91903949234
20250826,2025-08-26,300308.SZ,312.9067,322.0863,305.3235,313.3058,16.76279999999997,15.301841799668804,15.22494926280927,319.2925,212.5291,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,105522.18896967682,-0.002936043649136799,163652.480232003,-0.01874989234009583,-0.002936043649136799,313.6,322.8,306.0,314.0,320.0,-6.0,-1.875,361919.21,11402947.512,6.5893,319.2925,-5.9867,-1.875,zhongji_xuchuang,A-share,CNY,0,105832.91903949234
20250827,2025-08-27,300308.SZ,319.2925,345.1353,310.6218,324.3813,34.513499999999965,16.262424709685362,15.301841799668804,322.0863,223.5048,True,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,106097.04504869226,0.00544772701010432,169437.66852028095,0.035350446752023146,0.0,320.0,345.9,311.31,325.1,314.0,11.1,3.535,610746.35,20077028.381,6.5893,313.3058,11.0755,3.535,zhongji_xuchuang,A-share,CNY,1,106097.04504869226
20250828,2025-08-28,300308.SZ,322.1562,358.785,321.7371,358.2363,37.04790000000003,17.301698474201096,16.262424709685362,345.1353,234.5902,True,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,107854.2345710676,0.01656209672539788,187121.5247344157,0.10436791516650312,0.0,322.87,359.58,322.45,359.03,325.1,33.93,10.4368,583916.43,20116514.922,6.5893,324.3813,33.855,10.4368,zhongji_xuchuang,A-share,CNY,1,107854.2345710676
20250829,2025-08-29,300308.SZ,351.2218,366.8871,344.2073,354.1353,22.6798,17.57060355049104,17.301698474201096,358.785,234.5902,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,107641.37873791854,-0.001973551006092422,184979.40409243765,-0.011447751107299897,-0.001973551006092422,352.0,367.7,344.97,354.92,359.03,-4.11,-1.1448,490333.1,17315300.339,6.5893,358.2363,-4.101,-1.1448,zhongji_xuchuang,A-share,CNY,0,107854.2345710676
20250901,2025-09-01,300308.SZ,371.9259,412.8852,363.1953,405.2022,58.749900000000025,19.62956837296649,17.57060355049104,366.8871,237.5536,True,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,110291.92434773066,0.024623854143168922,211653.7422079774,0.14420166529572165,0.0,372.75,413.8,364.0,406.1,354.92,51.18,14.4202,598650.89,23173867.536,6.5893,354.1353,51.0669,14.4202,zhongji_xuchuang,A-share,CNY,1,110291.92434773066
20250902,2025-09-02,300308.SZ,401.1312,418.6723,373.0434,383.151,45.62889999999999,20.929534954318164,19.62956837296649,412.8852,255.5338,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,109147.3921487703,-0.010377298299301119,200135.49526811246,-0.05442023759989445,-0.010377298299301119,402.02,419.6,373.87,384.0,406.1,-22.1,-5.442,784127.3,31063167.519,6.5893,405.2022,-22.0512,-5.442,zhongji_xuchuang,A-share,CNY,0,110291.92434773066
20250903,2025-09-03,300308.SZ,391.1334,429.0394,378.2619,425.2478,50.777499999999975,22.421933206602255,20.929534954318164,418.6723,255.5338,True,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,111332.35909266425,0.020018498847098387,222124.38193995378,0.10986999903432326,0.0,392.0,429.99,379.1,426.19,384.0,42.19,10.987,712351.78,28716626.618,6.5893,383.151,42.0968,10.987,zhongji_xuchuang,A-share,CNY,1,111332.35909266425
20250904,2025-09-04,300308.SZ,435.0361,447.0096,363.0755,368.3239,83.9341,25.497541546272142,22.421933206602255,429.0394,255.5338,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,108377.81528369243,-0.02653805086904426,192390.69230037954,-0.13386053966651912,-0.02653805086904426,436.0,448.0,363.88,369.14,426.19,-57.05,-13.386,939056.71,36731803.946,6.5893,425.2478,-56.9239,-13.3861,zhongji_xuchuang,A-share,CNY,0,111332.35909266425
20250905,2025-09-05,300308.SZ,377.1843,417.9539,360.9203,406.1002,57.03359999999998,27.074344468958532,25.497541546272142,447.0096,258.4274,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,110338.53359868599,0.01809150987091912,212122.80446998577,0.10256271721710153,-0.008926654407377499,378.02,418.88,361.72,407.0,369.14,37.86,10.2563,792550.67,30591669.08,6.5893,368.3239,37.7763,10.2563,zhongji_xuchuang,A-share,CNY,0,111332.35909266425
20250908,2025-09-08,300308.SZ,393.1289,393.1289,343.2395,369.172,62.86069999999995,28.863662245510604,27.074344468958532,447.0096,287.3633,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,108421.8345551125,-0.017371075915733503,192833.68974404244,-0.09093371537369355,-0.026142664731726994,394.0,394.0,344.0,369.99,407.0,-37.01,-9.0934,741116.48,27097510.063,6.5893,406.1002,-36.9282,-9.0934,zhongji_xuchuang,A-share,CNY,0,111332.35909266425
20250909,2025-09-09,300308.SZ,364.213,371.7862,346.2328,358.4957,25.55340000000001,28.698149133235074,28.863662245510604,447.0096,305.3235,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,107867.6983123792,-0.005110928486011024,187257.02000252815,-0.02891958220016677,-0.03111997992786031,365.02,372.61,347.0,359.29,369.99,-10.7,-2.892,480631.09,17329017.117,6.5893,369.172,-10.6763,-2.892,zhongji_xuchuang,A-share,CNY,0,111332.35909266425
20250910,2025-09-10,300308.SZ,377.1643,394.6057,369.7607,384.1488,36.110000000000014,29.068741676573318,28.698149133235074,447.0096,310.6218,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,109199.18135879617,0.012343667912158907,200656.68716681172,0.07155762258794174,-0.01916044671336381,378.0,395.48,370.58,385.0,359.29,25.71,7.1558,620102.39,23749946.61,6.5893,358.4957,25.6531,7.1558,zhongji_xuchuang,A-share,CNY,0,111332.35909266425
20250911,2025-09-11,300308.SZ,401.3008,443.0084,401.3008,438.9973,58.8596,30.55828459274465,29.068741676573318,447.0096,321.7371,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,112046.00485659571,0.026070007690311536,229306.31019327664,0.14277930843464826,0.0,402.19,443.99,402.19,439.97,385.0,54.97,14.2779,656801.63,27786933.615,6.5893,384.1488,54.8485,14.2779,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20250912,2025-09-12,300308.SZ,416.0781,431.035,409.0936,421.1568,29.903700000000015,30.52555536310741,30.55828459274465,447.0096,343.2395,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,111120.0222934902,-0.008264306829062318,219987.4847084658,-0.04063920210898786,-0.008264306829062318,417.0,431.99,410.0,422.09,439.97,-17.88,-4.0639,472505.65,19984616.455,6.5893,438.9973,-17.8405,-4.0639,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20250915,2025-09-15,300308.SZ,409.0936,419.0415,396.7609,407.1179,24.395899999999983,30.219072594952042,30.52555536310741,447.0096,343.2395,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,110391.35568632213,-0.006557473550927728,212654.3909555603,-0.03333414063360729,-0.014767587406541716,410.0,419.97,397.64,408.02,422.09,-14.07,-3.3334,357525.41,14621407.478,6.5893,421.1568,-14.0389,-3.3334,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
20250916,2025-09-16,300308.SZ,409.1235,421.0371,395.344,410.5104,25.693100000000015,29.992773965204435,30.219072594952042,447.0096,343.2395,False,False,False,187.4389396,1,1,51.90339750037909,89260.55349310255,HOLD,,,,,0.0,0.0,0.0,110567.43796234217,0.0015950730464835416,214426.4329643168,0.008332966936604791,-0.013196069740691874,410.03,421.97,396.22,411.42,408.02,3.4,0.8333,442532.63,17975150.667,6.5893,407.1179,3.3925,0.8333,zhongji_xuchuang,A-share,CNY,0,112046.00485659571
